1	1
1	4
1	9
2	4
2	10
2	13
3	16
3	19
3	21
4	1
4	2
4	12
5	6
5	10
5	11
6	2
6	5
6	13
7	15
7	18
7	21
8	2
8	7
8	9
9	16
9	17
9	18
10	1
10	8
10	11
11	2
11	7
11	13
12	1
12	2
12	9
13	1
13	2
13	9
14	10
14	17
14	22
15	1
15	2
15	7
16	1
16	2
16	13
17	3
17	5
17	12
18	2
18	7
18	11
19	2
19	3
19	6
20	3
20	4
20	7
21	4
21	11
21	12
22	1
22	2
22	17
